# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
215	5.6286868377e+00	6.5449846950e-01	0.0000000000e+00	0.0000000000e+00	8.376035826666e-05	6.531612030211e-04	1.060814555574e-03	1.675018227450e-03	3.362024556987e-03	3.592663364538e-03	3.710286559044e-03	5.130838704292e-03	5.640073944051e-03	6.698666849084e-03	6.845178803557e-03	7.909459781671e-03	8.634056431512e-03	8.884957998526e-03	9.773110138386e-03	9.19163688	71.67615713	116.41094176	183.81200400	368.93955014	394.24923377	407.15688740	563.04446661	618.92657487	735.09371867	751.17154726	867.96288493	947.47817624	975.01144070	1072.47487245
216	5.6548667765e+00	6.2831853072e-01	0.0000000000e+00	0.0000000000e+00	7.234074979577e-05	6.269510383185e-04	1.018082212538e-03	1.673480972866e-03	3.353761852170e-03	3.592690932339e-03	3.710761543913e-03	5.131756943760e-03	5.640004160320e-03	6.691191602489e-03	6.837347437918e-03	7.922511266833e-03	8.613484819648e-03	8.881288635090e-03	9.756047859858e-03	7.93847970	68.79992401	111.72160915	183.64330981	368.03282309	394.25225899	407.20901096	563.14523174	618.91891699	734.27340517	750.31215422	869.39511988	945.22070277	974.60877461	1070.60250380
217	5.6810467152e+00	6.0213859194e-01	0.0000000000e+00	0.0000000000e+00	5.935005588191e-05	6.008518141014e-04	9.753793518838e-04	1.671683715394e-03	3.345913387446e-03	3.592641760317e-03	3.711410885224e-03	5.132619068813e-03	5.639990043002e-03	6.682719892450e-03	6.830489184618e-03	7.935477881924e-03	8.592768464084e-03	8.878005022780e-03	9.739283944664e-03	6.51291582	65.93586520	107.03551185	183.44608360	367.17155364	394.24686298	407.28026794	563.23983903	618.91736779	733.34374245	749.55954791	870.81804141	942.94734552	974.24843981	1068.76287675
218	5.7072266540e+00	5.7595865316e-01	0.0000000000e+00	0.0000000000e+00	4.340738028231e-05	5.748777842240e-04	9.327130958308e-04	1.669649391880e-03	3.338476099009e-03	3.592521605410e-03	3.712219672338e-03	5.133425774331e-03	5.640029777362e-03	6.673296256364e-03	6.824622669336e-03	7.948315210714e-03	8.572024714004e-03	8.875061194170e-03	9.722856098856e-03	4.76340939	63.08554489	102.35343144	183.22284239	366.35540557	394.23367751	407.36902206	563.32836473	618.92172813	732.30961792	748.91577227	872.22677542	940.67098207	973.92539196	1066.96012905
219	5.7334065928e+00	5.4977871438e-01	0.0000000000e+00	0.0000000000e+00	1.786261387542e-05	5.490433500291e-04	8.900903567826e-04	1.667402765837e-03	3.331445643782e-03	3.592336554559e-03	3.713172221186e-03	5.134177967307e-03	5.640120946965e-03	6.663017443613e-03	6.819714359261e-03	7.960979448019e-03	8.551364763586e-03	8.872418211010e-03	9.706802090275e-03	1.96019530	60.25054343	97.67612647	182.97630368	365.58390229	394.21337052	407.47355222	563.41090836	618.93173284	731.18164860	748.37714750	873.61651482	938.40381457	973.63535808	1065.19840524
220	5.7595865316e+00	5.2359877560e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	5.233632289740e-04	8.475178518852e-04	1.664970290313e-03	3.324816602317e-03	3.592092999846e-03	3.714252081771e-03	5.134876761317e-03	5.640260546879e-03	6.652020072430e-03	6.815690809317e-03	7.973427343406e-03	8.530894479748e-03	8.870043027981e-03	9.691159687358e-03	0.00000000	57.43247587	93.00433406	182.70937035	364.85644907	394.18664348	407.59205322	563.48759214	618.94705216	729.97482661	747.93561393	874.98251345	936.15746057	973.37471187	1063.48184993
221	5.7857664704e+00	4.9741883682e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	4.978526928947e-04	8.050021363508e-04	1.662379941931e-03	3.318582662064e-03	3.591797608204e-03	3.715442085556e-03	5.135523467547e-03	5.640445004545e-03	6.640464436329e-03	6.812454727890e-03	7.985616158546e-03	8.510715100054e-03	8.867907469232e-03	9.675966595742e-03	0.00000000	54.63301812	88.33877356	182.42511247	364.17235320	394.15422800	407.72264104	563.55855995	618.96729405	728.70674212	747.58049504	876.32008130	933.94302961	973.14036139	1061.81460084
222	5.8119464091e+00	4.7123889804e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	4.725278987641e-04	7.625496630032e-04	1.659661026888e-03	3.312736784724e-03	3.591457285541e-03	3.716724426733e-03	5.136119582408e-03	5.640670208844e-03	6.628519501524e-03	6.809899818890e-03	7.997503643534e-03	8.490923763008e-03	8.865987356532e-03	9.661260389697e-03	0.00000000	51.85394320	83.68015309	182.12674603	363.53084232	394.11688190	407.86336172	563.62397599	618.99200736	727.39593704	747.30012619	877.62458200	931.77118141	972.92965337	1060.20078127
223	5.8381263479e+00	4.4505895926e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	4.474063435566e-04	7.201668786952e-04	1.656843960187e-03	3.307271360594e-03	3.591079135292e-03	3.718080771838e-03	5.136666771792e-03	5.640931547740e-03	6.616351906234e-03	6.807921588950e-03	8.009048036771e-03	8.471613870185e-03	8.864261790943e-03	9.647078435106e-03	0.00000000	49.09717116	79.02918011	181.81760869	362.93108134	394.07538471	408.01220339	563.68402309	619.02068599	726.06069780	747.08304054	878.89143272	929.65216561	972.74029444	1058.64449164
224	5.8643062867e+00	4.1887902048e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	4.225074875094e-04	6.778603731351e-04	1.653960019973e-03	3.302178352144e-03	3.590670411447e-03	3.719492392664e-03	5.137166852113e-03	5.641223954779e-03	6.604119393458e-03	6.806423689070e-03	8.020208092312e-03	8.452875296494e-03	8.862712573319e-03	9.633457800564e-03	0.00000000	46.36483753	74.38657775	181.50113284	362.37218827	394.03053245	408.16711087	563.73890056	619.05277396	724.71833468	746.91866503	880.11610726	927.59584483	972.57028746	1057.14979977
225	5.8904862255e+00	3.9269908170e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	3.978536086551e-04	6.356371033659e-04	1.651041079355e-03	3.297449428500e-03	3.590238466313e-03	3.720940317736e-03	5.137621768309e-03	5.641541964537e-03	6.591967754769e-03	6.805320715196e-03	8.030943137917e-03	8.434794470883e-03	8.861323743322e-03	9.620435153155e-03	0.00000000	43.65938705	69.75310947	181.18081613	361.85324888	393.98313195	408.32600228	563.78882184	619.08767149	723.38484647	746.79762764	881.29414235	925.61170356	972.41788098	1055.72072940
226	5.9166661643e+00	3.6651914292e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	3.734709790109e-04	5.935047296028e-04	1.648119318607e-03	3.293076092039e-03	3.589790693347e-03	3.722405497957e-03	5.138033569071e-03	5.641879776904e-03	6.580030026732e-03	6.804538729082e-03	8.041213166314e-03	8.417454350468e-03	8.860081216265e-03	9.608046635673e-03	0.00000000	40.98370272	65.12961587	180.86018995	361.37333068	393.93399455	408.48678723	563.83401175	619.12474212	722.07483224	746.71181458	882.42114770	923.70884529	972.28152940	1054.36124674
227	5.9428461030e+00	3.4033920414e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	3.493914939426e-04	5.514721189139e-04	1.645226921140e-03	3.289049797917e-03	3.589334465574e-03	3.723868982342e-03	5.138404379614e-03	5.642231329861e-03	6.568426888133e-03	6.804014555058e-03	8.050978961331e-03	8.400934309439e-03	8.858972499116e-03	9.596327722465e-03	0.00000000	38.34128467	60.51707000	180.54278601	360.93149597	393.88392934	408.64738607	563.87470351	619.16332059	720.80153496	746.65429313	883.49281983	921.89598034	972.15986175	1053.07524467
228	5.9690260418e+00	3.1415926536e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	3.256549481040e-04	5.095501089530e-04	1.642395757045e-03	3.285362067024e-03	3.588877070252e-03	3.725312099997e-03	5.138736372370e-03	5.642590380132e-03	6.557267555996e-03	6.803694559187e-03	8.060202259629e-03	8.385309961723e-03	8.857986469730e-03	9.585313051781e-03	0.00000000	35.73649984	55.91666116	180.23210167	360.52681428	393.83373600	408.80574993	563.91113550	619.20272181	719.57693980	746.61917764	884.50495982	920.18140636	972.05165753	1051.86652427
229	5.9952059806e+00	2.8797932658e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	3.023122446303e-04	4.677526876165e-04	1.639657058420e-03	3.282004592618e-03	3.588425640577e-03	3.726716644820e-03	5.139031736054e-03	5.642950590806e-03	6.546650779850e-03	6.803533316452e-03	8.068845947548e-03	8.370652933936e-03	8.857113206151e-03	9.575036233440e-03	0.00000000	33.17493422	51.32992434	179.93156423	360.15837405	393.78419732	408.95988091	563.94354792	619.24225036	718.41188329	746.60148330	885.45349493	918.57298347	971.95582793	1050.73877381
230	6.0213859194e+00	2.6179938780e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	2.794299639196e-04	4.260988624472e-04	1.637041091000e-03	3.278969340676e-03	3.587987085361e-03	3.728065059609e-03	5.139292643595e-03	5.643305624722e-03	6.536665738447e-03	6.803492367239e-03	8.076874291310e-03	8.357030603015e-03	8.856343855370e-03	9.565529631867e-03	0.00000000	30.66389416	46.75894538	179.64449499	359.82529365	393.73607145	409.10785233	563.97217921	619.28121083	717.31615165	746.59698964	886.33450383	917.07810545	971.87140144	1049.69554488
231	6.0475658582e+00	2.3561944902e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	2.570969226199e-04	3.846157221383e-04	1.634576826872e-03	3.276248643838e-03	3.587568017766e-03	3.729340616571e-03	5.139521219480e-03	5.643649242132e-03	6.527392764049e-03	6.803539143860e-03	8.084253197275e-03	8.344505811080e-03	8.855670532990e-03	9.556824125990e-03	0.00000000	28.21312616	42.20669692	179.37407326	359.52673168	393.69008410	409.24782853	563.99726252	619.31891848	716.29856033	746.60212278	887.14424516	915.70366840	971.79751285	1048.74022603
232	6.0737457969e+00	2.0943951024e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	2.354336355172e-04	3.433436584792e-04	1.632291623211e-03	3.273835288750e-03	3.587174684235e-03	3.730527591412e-03	5.139719507098e-03	5.643975400846e-03	6.518903883221e-03	6.803646084198e-03	8.090950497332e-03	8.333136568604e-03	8.855086247049e-03	9.548948849131e-03	0.00000000	25.83585518	37.67761144	179.12330114	359.26189657	393.64692073	409.37808396	564.01902207	619.35471026	715.36701333	746.61385813	887.87918889	914.45603825	971.73339488	1047.87601429
233	6.0999257357e+00	1.8325957146e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	2.146059290852e-04	3.023457250007e-04	1.630210912082e-03	3.271722596482e-03	3.586812894870e-03	3.731611428516e-03	5.139889436691e-03	5.644278356859e-03	6.511263192804e-03	6.803789919913e-03	8.096936252845e-03	8.322975755719e-03	8.854584840613e-03	9.541930913735e-03	0.00000000	23.55027859	33.17860827	178.89496949	359.03005539	393.60721894	409.49702133	564.03766968	619.38795584	714.52854448	746.62964227	888.53604963	913.34101792	971.67837189	1047.10588489
234	6.1261056745e+00	1.5707963268e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	1.948441869642e-04	2.617254432656e-04	1.628357906315e-03	3.269904495709e-03	3.586487956555e-03	3.732578894879e-03	5.140032794530e-03	5.644552763227e-03	6.504527100902e-03	6.803951115411e-03	8.102183068952e-03	8.314070830482e-03	8.854160948913e-03	9.535795127505e-03	0.00000000	21.38167805	28.72104759	178.69162561	358.83054189	393.57156108	409.60318849	564.05340139	619.41806846	713.78934383	746.64733144	889.11182115	912.36381533	971.63185515	1046.43256018
235	6.1522856133e+00	1.3089969390e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	1.764692799794e-04	2.216632221365e-04	1.626753326347e-03	3.268375588290e-03	3.586204610106e-03	3.733418220781e-03	5.140151193944e-03	5.644793764869e-03	6.498744464498e-03	6.804113431840e-03	8.106666409584e-03	8.306463551991e-03	8.853809967672e-03	9.530563709019e-03	0.00000000	19.36526509	24.32472698	178.51554331	358.66276370	393.54046740	409.69529387	564.06639422	619.44451533	713.15477284	746.66514360	889.60381092	911.52901300	971.59333941	1045.85847836
236	6.1784655521e+00	1.0471975512e-01	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	1.599236234648e-04	1.824976148629e-04	1.625415152700e-03	3.267131206900e-03	3.585966972730e-03	3.734119225365e-03	5.140246048791e-03	5.644997086888e-03	6.493956652811e-03	6.804263592504e-03	8.110364902520e-03	8.300189725425e-03	8.853528030006e-03	9.526256012153e-03	0.00000000	17.54958915	20.02679837	178.36869573	358.52620863	393.51438971	409.77222023	564.07680334	619.46682735	712.62937123	746.68162183	890.00967360	910.84054012	971.56240033	1045.38576327
237	6.2046454908e+00	7.8539816340e-02	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	1.449259567013e-04	1.457977657869e-04	1.624358408415e-03	3.266167464404e-03	3.585778487008e-03	3.734673425566e-03	5.140318549937e-03	5.645159114087e-03	6.490197561420e-03	6.804391029819e-03	8.113260623190e-03	8.295278975255e-03	8.853311989828e-03	9.522888269360e-03	0.00000000	15.90378546	15.99945545	178.25273144	358.42045011	393.49370579	409.83303667	564.08475942	619.48460778	712.21685863	746.69560646	890.32744222	910.30164758	971.53869266	1045.01619622
238	6.2308254296e+00	5.2359877560e-02	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	1.105522386060e-04	1.348255583028e-04	1.623594975339e-03	3.265481294663e-03	3.585641877485e-03	3.735074127056e-03	5.140369645252e-03	5.645276959460e-03	6.487493597632e-03	6.804487697828e-03	8.115339345934e-03	8.291754552016e-03	8.853159410202e-03	9.520473364022e-03	0.00000000	12.13170591	14.79539485	178.16895435	358.34515169	393.47871463	409.87700858	564.09036648	619.49753981	711.92013291	746.70621455	890.55555567	909.91488683	971.52194898	1044.75119099
239	6.2570053684e+00	2.6179938780e-02	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	8.339599838819e-05	1.277997303902e-04	1.623133447578e-03	3.265070484542e-03	3.585559115848e-03	3.735316496106e-03	5.140400023571e-03	5.645348519709e-03	6.485863653230e-03	6.804547938052e-03	8.116590752167e-03	8.289633177191e-03	8.853068555408e-03	9.519020641583e-03	0.00000000	9.15165300	14.02439936	178.11830753	358.30007049	393.46963259	409.90360550	564.09370012	619.50539264	711.74126718	746.71282515	890.69288163	909.68209285	971.51197882	1044.59177313
240	6.2831853072e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.000000000000e+00	7.210835409431e-05	1.253718413514e-04	1.622979024832e-03	3.264933696919e-03	3.585531395461e-03	3.735397611533e-03	5.140410102958e-03	5.645372516140e-03	6.485319076688e-03	6.804568389684e-03	8.117008586279e-03	8.288924929780e-03	8.853038385885e-03	9.518535767923e-03	0.00000000	7.91297722	13.75796933	178.10136159	358.28505978	393.46659063	409.91250689	564.09480620	619.50802595	711.68150682	746.71506946	890.73873362	909.60437168	971.50866809	1044.53856439
241	6.3093652460e+00	0.0000000000e+00	2.6179938780e-02	0.0000000000e+00	0.000000000000e+00	8.539743863478e-05	1.480032317312e-04	1.623627639690e-03	3.264812125380e-03	3.586086411534e-03	3.735368212842e-03	5.140310134670e-03	5.645489696657e-03	6.487556490541e-03	6.804261290574e-03	8.114994320899e-03	8.290888083256e-03	8.852646320411e-03	9.519264485811e-03	0.00000000	9.37128568	16.24147736	178.17253885	358.27171884	393.52749660	409.90928076	564.08383595	619.52088502	711.92703461	746.68136923	890.51769355	909.81980287	971.46564388	1044.61853194
242	6.3355451847e+00	0.0000000000e+00	5.2359877560e-02	0.0000000000e+00	0.000000000000e+00	1.164871086360e-04	2.011581646697e-04	1.625568203086e-03	3.264447068534e-03	3.587752356043e-03	3.735280212607e-03	5.140011425883e-03	5.645853801416e-03	6.494228714300e-03	6.803343445574e-03	8.109242068188e-03	8.296499842043e-03	8.851484976484e-03	9.521444521620e-03	0.00000000	12.78298261	22.07455702	178.38549106	358.23165849	393.71031288	409.89962385	564.05105645	619.56084090	712.65922653	746.58064738	889.88645678	910.43562222	971.33820112	1044.85776322
243	6.3617251235e+00	0.0000000000e+00	7.8539816340e-02	0.0000000000e+00	0.000000000000e+00	1.549869097224e-04	2.671986821926e-04	1.628785006709e-03	3.263837511503e-03	3.590531933166e-03	3.735134193004e-03	5.139517529569e-03	5.646501003116e-03	6.505217889180e-03	6.801825153105e-03	8.100468600796e-03	8.305081621425e-03	8.849598553190e-03	9.525057620218e-03	0.00000000	17.00784744	29.32166614	178.73849446	358.16476733	394.01533622	409.88360005	563.99685759	619.63186308	713.86514908	746.41403404	888.92368002	911.37736365	971.13119009	1045.25425496
244	6.3879050623e+00	0.0000000000e+00	1.0471975512e-01	0.0000000000e+00	0.000000000000e+00	1.965567987132e-04	3.386647058238e-04	1.633252315997e-03	3.262981801888e-03	3.594429697449e-03	3.734931106477e-03	5.138834250377e-03	5.647486839951e-03	6.520334562856e-03	6.799723381076e-03	8.089516819740e-03	8.315853051758e-03	8.847059534086e-03	9.530073677702e-03	0.00000000	21.56961547	37.16415573	179.22872499	358.07086406	394.44306640	409.86131388	563.92187637	619.74004616	715.52401228	746.18339122	887.72186096	912.55939150	970.85256495	1045.80470364
245	6.4140850011e+00	0.0000000000e+00	1.3089969390e-01	0.0000000000e+00	0.000000000000e+00	2.395676440820e-04	4.127424896423e-04	1.638935022395e-03	3.261877707235e-03	3.599452113385e-03	3.734672248957e-03	5.137969471156e-03	5.648880062955e-03	6.539327084508e-03	6.797061469721e-03	8.077148640825e-03	8.328137452654e-03	8.843966958603e-03	9.536451201575e-03	0.00000000	26.28951019	45.29325288	179.85232993	357.94970367	394.99421285	409.83290755	563.82697782	619.89293472	717.60820062	745.89128021	886.36461021	913.90744868	970.51319402	1046.50455599
246	6.4402649399e+00	0.0000000000e+00	1.5707963268e-01	0.0000000000e+00	0.000000000000e+00	2.833274146717e-04	4.882384546168e-04	1.645789523952e-03	3.260522493251e-03	3.605607616144e-03	3.734359222354e-03	5.136932914153e-03	5.650755648853e-03	6.561892935420e-03	6.793868710691e-03	8.063979354922e-03	8.341425243014e-03	8.840444083307e-03	9.544137917483e-03	0.00000000	31.09158995	53.57797742	180.60452454	357.80098613	395.66970120	409.79855685	563.71322884	620.09875648	720.08451652	745.54091541	884.91944812	915.36561513	970.12660314	1047.34807556
247	6.4664448786e+00	0.0000000000e+00	1.8325957146e-01	0.0000000000e+00	0.000000000000e+00	3.275011903131e-04	5.645764582782e-04	1.653764803345e-03	3.258913020564e-03	3.612906652896e-03	3.733993886502e-03	5.135735841255e-03	5.653188014765e-03	6.587690779259e-03	6.790179799762e-03	8.050488857101e-03	8.355359954306e-03	8.836635501739e-03	9.553071497072e-03	0.00000000	35.93910151	61.95510503	181.47971029	357.62436692	396.47067790	409.75846588	563.58186527	620.36567778	722.91550266	745.13610422	883.43903710	916.89477294	969.70865962	1048.32842261
248	6.4926248174e+00	0.0000000000e+00	2.0943951024e-01	0.0000000000e+00	0.000000000000e+00	3.719097553853e-04	6.414470028473e-04	1.662803665889e-03	3.257045857223e-03	3.621361681204e-03	3.733578300864e-03	5.134390699195e-03	5.656245214071e-03	6.616352243440e-03	6.786034162877e-03	8.037053471165e-03	8.369703196590e-03	8.832703797583e-03	9.563180386939e-03	0.00000000	40.81237823	70.39067224	182.47161080	357.41946942	397.39851001	409.71286062	563.43425299	620.70116663	726.06073480	744.68117316	881.96467392	918.46876185	969.27720496	1049.43774504
